,text,root,event,label
1274,"I 'm looking for a hospital , specifically the Addenbrookes Hospital .",,,0
1275,I am looking for the main line at the hospital,,,0
1276,I would like the postcode and address please .,,,0
1277,"The address is Hills Rd , Cambridge and the postcode is CB20QQ . The phone number is 01223245151 .",is,number is 01223245151,1
1278,"Ok , I 'll call an Uber .",,,0
1279,Is there anything else I can do for you today ?,Is,I Is today do anything,1
1280,"No , thank you again .",,,0
1281,"You 're welcome , have a great day !",,,0
1282,That is all I need . Thanks,,,0
1283,Have a great day !,,,0
1284,Could you help me find a 0 star hotel ?,,,0
1285,The cityroomz is a 0 star hotel in the moderate price range . It is in the centre of town . Would you like me to book it for you ?,,,0
1286,Is the cityroomz a guesthouse ? That 's what I 'm looking for .,,,0
1287,"No , Cityroomz is a hotel . The City Center North B&B or the El Shaddai are 0 star guesthouses .",,,0
1288,"You know what , the hotel will actually work for me . Can you tell me where Cityroomz is located ?",,,0
1289,Sure . It 's in the centre on Station Road . Anything else ?,,,0
1290,"Yes , can you book that for me for 5 people and 4 nights ? I need it on Sunday .",need,on I it need Sunday,1
1291,"Sorry , that booking was n't available . Maybe another day or a shorter stay would work ?",work,day work another,1
1292,How about two night ?,night,two night about,1
1293,That worked . Your reference number is YZMQ4JNN .,,,0
1294,"Thank you , good bye .",,,0
1295,"Have a wonderful time , good bye .",,,0
1296,"Good morning , I need help finding a restaurant that serves bistro in the moderate price range .",need,I need help morning,1
1297,I could n't find a restaurant with the attributes you are looking for . Would you like something else ?,,,0
1298,How about one with british food ?,,,0
1299,There are 5 restaurants serving british food . Do you have a preferred area ?,,,0
1300,I do not have a preferred area . Which ones have a table available for 6 people at 12:30 on Tuesday ?,have,on ones table 12:30 at Tuesday have,1
1301,Is there a price range you would prefer to stay within ?,,,0
1302,No I do not need to stay within a price .,,,0
1303,I have Restaurant One Seven in the moderate price range . Would you like me to book a reservation ?,,,0
1304,"Yes , please .",,,0
1305,"The booking was unsuccessful , do you have any other preference ?",,,0
1306,I just need a restaurant in the same area and has the same price range .,,,0
1307,Sure . I booked you a table in the oak bistro which is in the center part of the town . Your reservation number is CMJ6WM0Z .,,,0
1308,"Great , thanks for that . See you !",,,0
1309,"Sure , I 'm here to help you . Bye !",,,0
1310,I 'm looking for a hotel called Kirkwood House please .,,,0
1311,I 've located Kirkwood House . It 's a guesthouse in the north . Would you like to book a room ?,,,0
1312,May I please have the phone number for the hotel ?,,,0
1313,Absolutely . That number is 01223306283 .,is,01223306283 number is,1
1314,I 'm also looking for some places to go while I 'm in town .,,,0
1315,"There is boating , a park , and some swimmingpools in the north . Any preference ?",,,0
1316,I would like it to be a museum please .,,,0
1317,I 'm sorry there are no museums in the north . Would you like me to check a different area ?,,,0
1318,How about in the south ?,,,0
1319,How about the byard art museum the phone number is 01223464646 .,is,01223464646 number is,1
1320,How much is it to get in that place ? And what 's their postcode ?,,,0
1321,"Entrance is free , and the postcode is cb21sj . Can I help with anything else ?",,,0
1322,No that was all I needed . Thanks so much .,,,0
1323,Thank you for using our system today !,Thank,Thank today using for system you,1
1324,Can you help me find a moderately priced place to eat located in the centre ?,,,0
1325,"Certainly , there are many restaurants that fit that criteria . Do you have a food type preference ?",,,0
1326,"Yes , do any serve international food ?",,,0
1327,I have 2 . The varsity restaurant and bloomsberry . Both serve international food and are in the moderate price range . Do you have a preference ?,,,0
1328,Can you check to see if either has booking for 5 people at 17:15 on monday ?,check,you 17:15 at check monday booking on,1
1329,Neither are available at that time . Would you like to try a different time ?,,,0
1330,"No , I need 17:15 on Monday . Perhaps a different restaurant in the centre with moderate prices ? Any cuisine is fine .",need,on 17:15 need Monday I,1
1331,"I was able to book you for the yippee noodle bar , your reference number is E6ERFBKG",,,0
1332,Thank you and goodbye,,,0
1333,"Good bye to you , let us know if you need us again .",,,0
1334,"Yes , could you help me find the Parkside Police Station please ?",,,0
1335,"The Parkside Police Station is located at Parkside , Cambridge CB11JG . The phone number is 01223358966 . Is there anything else I can help you with ?",,,0
1336,Thank you . That 's all I need .,,,0
1337,Thank you for contacting us .,,,0
1338,Can you help me find a place to stay that is expensive and includes free parking ?,,,0
1339,"Absolutely , what area were you wanting to stay in ?",,,0
1340,"Area does n't really matter , but I would like a 3 - star place with internet .",,,0
1341,There are two hotels that meet your preferences . I suggest the Gonville Hotel as it 's in the city centre .,,,0
1342,"Could you give me the address , please ?",,,0
1343,They are located at gonville place . Would you like to book a room there ?,,,0
1344,"Nah , not right now . I do need info on a train though . What 's the schedule like on Sunday trains leaving cambridge ?",'s,on 's trains schedule Sunday,1
1345,I 'll be happy to help you with that . Where would you like to travel to ?,,,0
1346,How about a train that will arrive by 12:15 heading to london liverpool street ?,,,0
1347,Train TR0995 arrives by 11:27 . Would you like me to book you a ticket ?,arrives,TR0995 arrives by 11:27,1
1348,"Yes , that sounds perfect . Can you make me a booking for 1 person please ?",,,0
1349,"Booking was successful , the total fee is 13.28 GBP payable at the station . Reference number is : 39JEV1T5 .",,,0
1350,"Excellent , thank you !",,,0
1351,Is there anything else I can help you with ?,,,0
1352,Thank you for your help .,,,0
1353,You are welcome . Let us know if you need anymore assistance .,,,0
1354,Can you help me book a taxi please ?,,,0
1355,Yes what is your departure site ?,,,0
1356,I am departing from sheep 's green and lammas land park fen causeway .,,,0
1357,What time do you want to leave ?,,,0
1358,"Good Morning , I am looking for a place to on the east side that has entertainment",,,0
1359,"Ok , cherry hinton hall and grounds is in the east side of town . Would you like the address ?",,,0
1360,"Yes , and the postcode please !",,,0
1361,cb18dw is their postcode .,,,0
1362,Thank You . I think that 's all I need .,,,0
1363,You 're welcome ! Have a great day ! Goodbye .,,,0
1364,I want to find an expensive restaurant in the centre of town .,,,0
1365,"The cambridge chop house serves british food , it is in the centre of town and is in the expensive price range .",,,0
1366,"Great , what is the postcode and phone number ?",,,0
1367,The postcode is cb21sj and the phone number is 01223359506 .,is,postcode number 01223359506 is is,1
1368,I also need a train from Cambridge to Stansted Airport . Can you please look that up for me .,,,0
1369,i got 5 choices . what time do you want to leave ?,,,0
1370,I just need to leave on Wednesday and should arrive by 18:15 .,need,by I Wednesday arrive need on 18:15 leave,1
1371,Train TR2912 arrives at Stansted Airport at 17:08 . Would you like to reserve a ticket ?,arrives,TR2912 at 17:08 arrives,1
1372,What is the departure time ?,,,0
1373,I will be leaving at 17:00 .,leaving,at 17:00 I leaving,1
1374,"Ok , thank you . That is all the information I need today .",is,need I is today information That,1
1375,"OK , if that 's all you need , I 'm happy to have been of service ! Have a wonderful day .",,,0
1376,What are my options for cheap restaurants in the city center ?,,,0
1377,There are 15 options to choose from . Is there a particular style of food you would like ?,,,0
1378,I do n't have a style preference .,,,0
1379,Well how about Asian oriental ? I have several good but cheap options .,,,0
1380,"That sounds wonderful , can you book a table for 5 on Tuesday at 15:15 ?",book,15:15 5 at book Tuesday for you table on,1
1381,Certainly ! I have made a reservation at dojonoodlebar for the time specified and number of people in your party . Enjoy the restaurant !,,,0
1382,I would like a guesthouse in the moderate price range . Do you think you could find one for me ?,,,0
1383,What part of town would you like to stay in ?,,,0
1384,"I have no preference , but the guesthouse should include free parking .",,,0
1385,"Acorn guest house meets all your needs , would you like to book that ?",,,0
1386,That 's perfect . I would like to book it for 1 person . It needs to be for 4 nights beginning Saturday .,needs,Saturday 4 needs for beginning be It nights,1
1387,"I 'm sorry , but the Acorn Guest House does n't have those dates available . Would you like to try for a different day or shorter stay ?",like,day try like for stay you,1
1388,"Yes , please try booking for 2 nights .",try,try 2 for nights,1
1389,Your booking for 2 nights at the Acorn Guesthouse was a success ! Your reference number is R4ES2ZFT . What else can I do for you today ?,do,today I do What,1
1390,Are there any attractions to see in town ? I 'm interested in going to a museum if any exist .,,,0
1391,We have 79 museums listed . Would you like a certain area of town ?,,,0
1392,"Which is your favorite museum ? If you 'll get me their postcode , entrance fee , and phone number , I 'll give them a call .",,,0
